skillId;skillName;skillDescription
921;Dissonance;Binding Ritual. Create a level 1...10...12 spirit. This spirit deals 5...17...20 damage and anyone struck by its attack is interrupted. This spirit dies after 10...22...25 seconds.
923;Disenchantment;Binding Ritual. Create a level 1...10...12 spirit. This spirit deals 5...17...20 damage and anyone struck by its attack loses one enchantment. This spirit dies after 10...30...35 seconds.
925;Recall;Enchantment Spell. While you maintain Recall, nothing happens.  When Recall ends, you Shadow Step to the ally you targeted when you activated this skill and all of your skills are disabled for 10 seconds.
926;Sharpen Daggers;Enchantment Spell. For 5...25...30 seconds, your dagger attacks cause Bleeding for 5...13...15 seconds.
927;Shameful Fear;Hex Spell.  For 10 seconds, target foe moves 10% faster than normal. For each second, if that foe is moving, that foe takes 5...17...20 damage.
928;Shadow Shroud;Elite Hex Spell. For 3...8...9 seconds, target foe cannot be the target of enchantments.
929;Shadow of Haste;Stance. For 10...34...40 seconds you move 15% faster than normal. When Shadow of Haste ends, you shadow step to your original location.
930;Auspicious Incantation;Enchantment Spell. For 20 seconds, the next spell you cast is disabled for an additional 10...6...5 seconds, and you gain 110...182...200% of that spell's Energy cost.
931;Power Return;Spell. If target foe is casting a spell or chant, that skill is interrupted and target foe gains 10...6...5 Energy.
932;Complicate;Spell. If target foe is using a skill, that skill is interrupted and disabled for target foe and all foes in the area for an additional 5...11...12 seconds.
933;Shatter Storm;Elite Spell. Target foe loses all enchantments. For each enchantment removed this way, Shatter Storm is disabled for an additional 7 seconds.
934;Unnatural Signet;Signet. Target foe takes 15...63...75 damage. If that foe is under the effects of a hex or enchantment, foes adjacent to your target take 5...41...50 damage.
935;Rising Bile;Hex Spell. For 20 seconds, this hex does nothing.  When Rising Bile ends, that foe and all foes in the area take 1...5...6 damage for each second Rising Bile was in effect.
936;Envenom Enchantments;Spell. Target foe loses one enchantment. For every remaining enchantment, target foe is poisoned for 3...9...10 seconds.
937;Shockwave;Elite Spell. All foes in the area take 15...51...60 earth damage and are Weakened for 1...8...10 second[s].  Nearby foes also take +15...51...60 earth damage and have Cracked Armor for 1...8...10 second[s].  Adjacent foes suffer the previous effects, take +15...51...60 earth damage, and are Blinded for 1...8...10 second[s].
938;Ward of Stability;Ward Spell. Create a Ward of Stability at your current location. For 10...22...25 seconds, non-spirit allies cannot be knocked down.
939;Icy Shackles;Elite Hex Spell. For 1...8...10 second[s], target foe's movement speed is reduced by 66%. While under the effects of an enchantment, that foe's movement is reduced by 90%.
941;Blessed Light;Elite Spell. Heal target ally for 10...114...140 Health and remove one condition and one hex.
942;Withdraw Hexes;Elite Spell. Remove all hexes from target ally and all adjacent allies. This spell takes an additional 20...8...5 seconds to recharge for each hex removed in this way.
943;Extinguish;Spell. Remove one condition from each party member. Party members relieved of Burning are healed for 10...82...100 Health.
944;Signet of Strength;Signet. Your next 1...13...16 attack[s] deal +5 damage.
946;Trapper's Focus;Elite Preparation. For 12...22...24 seconds, your trap skills are not easily interruptible and your Wilderness Survival attribute is increased by +0...2...2.
947;Brambles;Nature Ritual. Create a level 1...8...10 Spirit. Non-Spirit creatures that are knocked down in its range take 5 damage and begin Bleeding for 5...17...20 seconds. This Spirit dies after 30...126...150 seconds.
948;Desperate Strike;Lead Attack. If you have less than 50...74...80% Health, you deal +15...51...60 damage.
949;Way of the Fox;Enchantment Spell.  For 10...30...35 seconds, your next 1...5...6 attack[s] cannot be blocked.
950;Shadowy Burden;Hex Spell.  For 3...13...15 seconds, target foe moves 25% slower and while target foe has no other hexes, that foe has 20 less armor against your attacks.
951;Siphon Speed;Hex Spell. For 5...13...15 seconds, target foe moves 33% slower and you move 33% faster. This spell has half the normal range. This spell recharges 50% faster if cast on a moving foe.
952;Death's Charge;Spell. Shadow Step to target foe. If that foe has more Health than you, you are healed for 65...173...200.
953;Power Flux;Elite Hex Spell. If target foe is casting a spell or chant, that skill is interrupted and for 4...9...10 seconds, that foe has -2 Energy degeneration.
954;Expel Hexes;Elite Spell. Remove up to 2 Hexes from target ally.
955;Rip Enchantment;Spell. Remove 1 enchantment from target foe. If an enchantment was removed, that foe suffers from Bleeding for 5...21...25 seconds.
957;Spell Shield;Enchantment Spell. For 5...17...20 seconds, while you are casting spells, foes cannot target you with spells. When Spell Shield ends, all your skills are disabled for 10...6...5 seconds.
958;Healing Whisper;Spell. Target other ally is healed for 40...88...100. This spell has half the normal range.
959;Ethereal Light;Spell. Target ally is healed for 25...85...100. This spell is easily interrupted.
960;Release Enchantments;Spell. Lose all enchantments. Each party member is healed for 5...29...35 Health for each Monk enchantment lost.
961;Lacerate;Elite Nature Ritual. Create a level 1...8...10 spirit. Bleeding creatures within its range suffer -2 Health degeneration. When this spirit dies, all non-spirit creatures within its range that have less than 90% Health begin Bleeding for 5...21...25 seconds. This spirit dies after 30...126...150 seconds.
962;Spirit Transfer;Spell. The spirit nearest you loses 5...41...50 Health. Target ally is healed for 5 for each point of Health lost.
963;Restoration;Binding Ritual. Create a level 1...11...14 spirit. When this spirit dies, all party members in the area are resurrected with 5...41...50% Health and zero Energy. This spirit dies after 30 seconds.
964;Vengeful Weapon;Weapon Spell. For 8 seconds, the next time target ally takes damage or life steal from a foe, that ally steals up to 15...51...60 Health from that foe.
973;Blinding Powder;Spell. Must follow an off-hand attack. Target foe and all adjacent foes become Blinded for 3...13...15 seconds.
974;Mantis Touch;Spell. Must follow a lead attack. Target foe becomes Crippled for 5...17...20 seconds. This skill counts as an off-hand attack.
975;Exhausting Assault;Dual Attack. Must follow a lead attack. Target foe's action is interrupted. If that action was casting a spell, target foe suffers 10 Overcast.
976;Repeating Strike;Off-Hand Attack. Must follow an off-hand attack. If it hits, this attack strikes for +10...26...30 damage. If it misses, it takes an additional 15 seconds to recharge.
977;Way of the Lotus;Enchantment Spell.  For 20 seconds, the next time you hit with a dual attack skill, you gain 5...17...20 Energy.
978;Mark of Instability;Hex Spell. For 20 seconds, the next time you hit target foe with a dual attack skill that foe is knocked down.
979;Mistrust;Hex Spell. For 6 seconds, the next spell that target foe casts on one of your allies fails and deals 10...82...100 damage to that foe and all nearby foes.
980;Feast of Souls;Spell. Destroy all nearby allies' spirits. For each spirit destroyed in this way, all party members are healed for 50...90...100 Health.
981;Recuperation;Binding Ritual. Create a level 1...11...14 spirit. Non-spirit allies within its range gain +1...3...3 Health regeneration. This spirit dies after 15...39...45 seconds.
982;Shelter;Binding Ritual. Create a level 1...10...12 spirit. Non-spirit allies within its range cannot lose more than 10% maximum Health from a single attack. When this spirit prevents damage, it loses 75...51...45 Health. This spirit lasts 30...54...60 seconds.
983;Weapon of Shadow;Weapon Spell. For 1...6...7 second[s], target ally has a Weapon of Shadow. Whenever that ally is struck by an attack, that ally's attacker becomes Blinded for 5 seconds. The next 1...3...3 times [sic] that ally hits with an attack, his target is Blinded for 5 seconds.
985;Caltrops;Spell. Target foe and all foes adjacent to your target are Crippled for 5...13...15 seconds. Caltrops has half the normal range.
986;Nine Tail Strike;Dual Attack. Must follow an off-hand attack. Nine Tail Strike cannot be blocked and strikes for +15...35...40 damage if it hits.
987;Way of the Empty Palm;Elite Enchantment Spell. For 5...17...20 seconds, off-hand and dual attacks cost no Energy.
988;Temple Strike;Elite Off-Hand Attack. Must follow a lead attack. If this attack hits, target foe is Dazed and Blinded for 1...8...10 seconds, and if target foe is casting a spell, that foe is interrupted.
989;Golden Phoenix Strike;Off-Hand Attack. If you are not under the effects of an enchantment, this skill misses. If it hits, Golden Phoenix Strike deals +10...26...30 damage and all adjacent foes take 10...26...30 damage.
990;Expunge Enchantments;Skill. Target foe loses 1 enchantment. All of your other non-attack skills are disabled for 10...6...5 seconds. For each skill disabled in this way, target touched foe loses 1 additional enchantment.
991;Deny Hexes;Spell. Remove one hex from target ally and one additional hex for each recharging Divine Favor skill you have.
992;Triple Chop;Elite Axe Attack. Attack target foe and adjacent foes. Each attack that hits deals +10...34...40 damage.
993;Enraged Smash;Elite Hammer Attack. If Enraged Smash hits, you gain 1...3...4 strike[s] of adrenaline. If you hit a moving foe, you strike for +10...34...40 damage, and target foe is knocked down.
994;Renewing Smash;Hammer Attack.  If Renewing Smash hits, it deals +10...34...40 damage.  If you hit a knocked-down foe, you gain 3 Energy and this attack recharges instantly.
995;Tiger Stance;Stance.  For 4...9...10 seconds, you attack 33% faster. Tiger Stance ends if any of your attacks fail to hit.
996;Standing Slash;Sword Attack. If it hits, Standing Slash deals +5...17...20 damage plus an additional 5...17...20 damage if you are in a stance.
997;Famine;Elite Nature Ritual. Create a level 1...8...10 spirit. Whenever a non-spirit creature in its range reaches 0 Energy, that creature takes 10...30...35 damage. This spirit dies after 30...78...90 seconds.
1014;"Let's Get 'Em!";Shout. For 5 seconds, all allies within earshot move 10% faster. You gain 1 strike of adrenaline for each ally affected.
1018;Critical Eye;Skill. For 10...30...35 seconds, you have an additional 3...13...15% chance to land a critical hit when attacking. You gain 1 Energy whenever you score a critical hit.
1019;Critical Strike;Dual Attack. Must follow an off-hand attack. If it hits, this attack strikes for +10...26...30 damage, results in a critical hit, and you gain 1...3...3 Energy.
1020;Blades of Steel;Dual Attack. Must follow an off-hand attack. If it hits, this attack strikes for +5...14...16 damage (maximum bonus 60) for each recharging dagger attack.
1021;Jungle Strike;Off-Hand Attack. Must follow a lead attack. If it hits, this attack strikes for +10...22...25 damage. If it hits a foe that was Crippled, that foe and all adjacent foes take +1...25...31 damage.
